"text","created_at","sourcetweet_type"
"RT @TV5MONDEINFO: #TeddyRiner #Ciara #Thaïlande #Cameroun #Suisse #homophobie #SolarOrbiter #Laponie #GeorgeBenjamin #Oscars #AprilReign #O…","2020-02-09T18:38:23.000Z","retweeted"
"RT @anthunesarth: 🚨Seguindo o Globo de Ouro, de todas as 20 indicações apresentadas nas categorias de atuação, apenas  UMA foi para uma pes…","2020-01-13T14:46:50.000Z","retweeted"
"RT @ReignOfApril: DO NOT have a conversation with @theblerdgurl that includes a microphone if you have any secrets. 🤐 I didn’t realize how…","2020-02-07T14:06:39.000Z","retweeted"
"RT @DVDJXX: That “#OscarsSoWhite” hashtag a view years ago was one of the most pathetic things I’ve ever seen Black people do as unit in my…","2020-01-13T17:46:07.000Z","retweeted"
"RT @JibbersMKE: ABC realizing they now have an Oscar broadcast now with no JLo, no Beyonce, no Eddie, no host and #OscarsSoWhite https://t.…","2020-01-13T14:18:50.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T05:17:37.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T12:35:06.000Z","retweeted"
"No Oscar nom for @JLo for @HustlersMovie is appalling, shameful. If any of the current nominees gave 1/2 of her performance in that role they would have won. #OscarsSoWhite","2020-01-14T03:39:24.000Z",NA
"RT @TheHinduWeekend: Cinema insiders, from director Lijo Jose to actor Radhika Apte, weigh in on their Academy Awards favourites. Plus, deb…","2020-02-10T07:47:01.000Z","retweeted"
"Buhay 1.16.20. Oscars...Really?  We did our podcast (C&amp;C Buhay) on our Oscar nom reactions. This part got cut 😋 #art #cute #filipino #buhay #podcast #oscars #oscarssowhite 
Find us on Apple Podcasts 👍🏽 Link on @cococreates profile page! https://t.co/PXYHeJppoU","2020-01-17T04:01:30.000Z",NA
"RT @iamcindychu: #Parasite got an Oscar nom because it won the Palme d’Or &amp; Academy voters weren’t going to embarrass themselves that much…","2020-01-14T17:14:03.000Z","retweeted"
"RT @CuriousSerge: JLo, Awkwafina, Lupita Nyong’o, and Ana de Armas we’re all criminally snubbed for their roles this year. The same for Bey…","2020-01-13T16:28:34.000Z","retweeted"
"RT @KristyPuchko: #OscarsSoWhite the Lupita snub is predictable because of the academy’s well documented bias against horror movies. Still…","2020-01-13T15:59:59.000Z","retweeted"
"RT @JakpostLife: #OscarsSoWhite: The Hollywood 'hashtag' activists demanding diversity #jakpostlife https://t.co/BCBeTIiGVV","2020-02-03T06:28:17.000Z","retweeted"
"RT @ColorOfChange: Only two Black people have ever been nominated for any of the Sound categories.

Willie D. Burton won in 1989 for Bird,…","2020-02-10T17:08:56.000Z","retweeted"
"RT @ReignOfApril: #OscarsSoWhite","2020-01-13T18:05:58.000Z","retweeted"
"RT @ReignOfApril: Welp. #OscarsSoWhite https://t.co/2fi8EthfbB","2020-01-13T18:01:56.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T19:43:17.000Z","retweeted"
"RT @KristyPuchko: #OscarsSoWhite the Lupita snub is predictable because of the academy’s well documented bias against horror movies. Still…","2020-01-13T14:14:25.000Z","retweeted"
"There has to be more representation with the voters. A lot of great films and performances are overlooked because of absence of involvement. We live in different worlds but yet, minorities are the only ones that have to assimilate. #OscarsSoWhite https://t.co/M86fH2YHWW","2020-01-13T14:34:03.000Z","quoted"
"RT @RussellHFilm: Eddie Murphy already knew how today would go #OscarNoms #OscarsSoWhite https://t.co/p8TKiNs4TB","2020-01-13T14:45:23.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T15:38:53.000Z","retweeted"
"RT @tonetalks: I come back to the larger question still not answered did Erivos family through mother or father trade slaves? #ados If so t…","2020-01-22T10:50:45.000Z","retweeted"
"RT @IamGMJohnson: The Oscars said f*** y’all social rants. 

We are nominating every white we got. Spicy white, old white, off white, eggsh…","2020-01-14T04:50:14.000Z","retweeted"
"#OscarsSoWhite #RepresentationMatters https://t.co/RYHD93wEJn","2020-02-10T04:26:36.000Z","quoted"
"""Part indictment of the homogeny of tonight's nominees, part admission of guilt and part apology–– but it's all sound and fury signifying nothing if the academy itself doesn't diversify."" -@natasharothwell, via @refinery29

cc: @KathleenNB #OscarsSoWhite https://t.co/IqkdFX72SU","2020-02-10T21:28:00.000Z",NA
"Like every year, they released best movies for oscars, and as usual I have not watched a single movie 😂😂   #OscarNoms #Oscars2020 #OscarsSoWhite 😎","2020-01-13T16:16:59.000Z",NA
"@spayer @LiesLies45 @dvillella @realDonaldTrump Still after 75 years...she was the first of only 11 african Americans to win an Oscar. #OscarsSoWhite so when you say she won, what exactly do you mean? We should be happy? Proves my point that it was intentionally racist to bring up such a movie","2020-02-21T11:28:44.000Z",NA
"RT @tonetalks: I come back to the larger question still not answered did Erivos family through mother or father trade slaves? #ados If so t…","2020-01-13T18:25:51.000Z","retweeted"
"#LupitaNyongo, #JordanPeele and the rest of the cast and crew of #UsMovie were snubbed so hard and the world needs to know it. 

So naturally, here I am ranting to my couple hundred followers. 

#OscarsSoWhite #OscarNoms","2020-01-13T19:27:08.000Z",NA
"RT @ColorOfChange: In its 92 year history, just 8 Black women have won Best Supporting Actress #Oscars:  

Hattie McDaniel, 1940
Whoopi Gol…","2020-02-10T05:53:45.000Z","retweeted"
"RT @ReignOfApril: Absolutely clear, Eddie. @UsMovie made over $250 million  against a $20 million budget. It received no nominations, despi…","2020-01-14T00:34:46.000Z","retweeted"
"RT @ajplus: The 2020 Oscar nominations are out, and people are once again using #OscarsSoWhite to call out the lack of diversity:

▪️ Only…","2020-01-13T15:34:33.000Z","retweeted"
"🇺🇸🎥 April Reign se souvient du moment où elle a lancé sur Twitter son mouvement #OscarsSoWhite (""Oscars si blancs"") qui allait secouer les plus prestigieux prix de Hollywood ⤵️
https://t.co/Nlx0cpoxSa
#AprilReign #OscarsSoWhite #Hollywood #LN24","2020-02-03T07:51:34.000Z",NA
"RT @RussellHFilm: Eddie Murphy already knew how today would go #OscarNoms #OscarsSoWhite https://t.co/p8TKiNs4TB","2020-01-13T16:13:50.000Z","retweeted"
"RT @e_alexjung: only nominating one actor of color is still.....#OscarsSoWhite","2020-01-14T01:00:56.000Z","retweeted"
"RT @ReignOfApril: Usually we have to wait for the ""Anonymous Oscar Voter"" article to find out how @TheAcademy voters really think. King giv…","2020-01-15T04:12:39.000Z","retweeted"
"What if instead of advocating for fewer white men noms at the Oscars, we just... Stopped caring? Can we make a new award show that happens on the same night that has artistic merit and a diverse evaluation board? #OscarsSoWhite","2020-01-13T20:14:37.000Z",NA
"#OscarsSoWhite creator, advocate, speaker, consultant, and activator, @reignofapril brings her special brand of flavor to our BLACK GIRLS ROCK!® FEST EMPOWERMENT SPEAKER SERIES! This and so much more you don’t want… https://t.co/BUM1IKwI2d","2020-02-22T02:38:18.000Z",NA
"RT @RSokamoto: It's frustrating when we POC's get overlooked and under appreciated by the greater culture. I share the outrage at the award…","2020-01-13T20:30:33.000Z","retweeted"
"RT @ReignOfApril: In the 92 year history of @TheAcademy, only two films that reflect aspects of the Black experience have won Best Picture…","2020-02-10T11:10:07.000Z","retweeted"
"RT @ajplus: The 2020 Oscar nominations are out, and people are once again using #OscarsSoWhite to call out the lack of diversity:

▪️ Only…","2020-01-13T14:41:12.000Z","retweeted"
"RT @BiatchPack: Anyone who puts together a #WOC projects film production market will win the day #OscarsSoWhite #BAFTASSoWhite","2020-02-04T04:21:38.000Z","retweeted"
"RT @ReignOfApril: Welp. #OscarsSoWhite","2020-01-13T19:09:15.000Z","retweeted"
"RT @ajplus: The 2020 Oscar nominations are out, and people are once again using #OscarsSoWhite to call out the lack of diversity:

▪️ Only…","2020-01-13T14:41:31.000Z","retweeted"
"Who even watching that 🐂💩 ?? 
#OscarsSoWhite now the #DemDebatesSoWhite  yet the #DemocraticParty is sooooo ""DIVERSE"" ... 😒 

We not voting for nonna yall on that stage... 🤨 https://t.co/7LluoA7ZXV","2020-01-15T03:14:27.000Z","quoted"
"RT @ColorOfChange: In its 92 year history, just 8 Black women have won Best Supporting Actress #Oscars:  

Hattie McDaniel, 1940
Whoopi Gol…","2020-02-11T22:53:16.000Z","retweeted"
"#OscarsSoWhite (and male) looks headed for a sequel https://t.co/tbNzan6BIZ https://t.co/3fCRDyVpe5","2020-02-03T19:02:32.000Z",NA
"Another year of #OscarsSoWhite
Diversity?
REALLY?","2020-01-13T23:03:53.000Z",NA
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T14:37:23.000Z","retweeted"
"RT @thekareem: Lupita Nyong'o
Jennifer Lopez
Awkwafina

I saw more conversations about how good these 3 performances were than all of the O…","2020-01-13T18:02:31.000Z","retweeted"
"RT @SholaMos1: 'Indifference' is a subtle undermining pervasive behaviour which stems from a culture of racism. It's why @BBC can mistake o…","2020-02-04T23:46:38.000Z","retweeted"
"RT @ReignOfApril: DO NOT have a conversation with @theblerdgurl that includes a microphone if you have any secrets. 🤐 I didn’t realize how…","2020-02-07T13:27:17.000Z","retweeted"
"RT @ReignOfApril: #OscarsSoWhite","2020-01-13T16:54:05.000Z","retweeted"
"RT @IamGMJohnson: The Oscars said f*** y’all social rants. 

We are nominating every white we got. Spicy white, old white, off white, eggsh…","2020-01-14T02:26:02.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T18:35:26.000Z","retweeted"
"RT @latimesent: In shades of #OscarsSoWhite, Lupita Nyong’o and Awkwafina were left out of a lead actress category with just one person of…","2020-01-13T17:01:52.000Z","retweeted"
"RT @IamGMJohnson: The Oscars said f*** y’all social rants. 

We are nominating every white we got. Spicy white, old white, off white, eggsh…","2020-01-13T17:43:38.000Z","retweeted"
"RT @ReignOfApril: Hello! Busy day ahead &amp; you want to discuss #OscarsSoWhite, now 5 yrs strong. Happy to help! The best way to reach me is…","2020-01-13T19:26:32.000Z","retweeted"
"RT @meakoopa: #OscarsSoWhite this is the only time a black man gets to hold an oscar this year: https://t.co/kpqGIxyTnF","2020-02-11T03:57:39.000Z","retweeted"
"RT @ReignOfApril: This may be the most honest thing you read from a white person in the film industry this week. Understand that Glen is a…","2020-01-14T07:23:40.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T12:52:32.000Z","retweeted"
"RT @RussellHFilm: Eddie Murphy already knew how today would go #OscarNoms #OscarsSoWhite https://t.co/p8TKiNs4TB","2020-01-14T04:55:23.000Z","retweeted"
"RT @mathewrodriguez: One Black acting nominee ... despite a plethora of chances to reward so many amazing performances from Black, Latinx a…","2020-01-13T17:54:00.000Z","retweeted"
"RT @RussellHFilm: Eddie Murphy already knew how today would go #OscarNoms #OscarsSoWhite https://t.co/p8TKiNs4TB","2020-01-13T16:03:39.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T16:30:12.000Z","retweeted"
"#OscarsSoWhite Creator on Lack of Diversity in 2020 Nominations – Variety https://t.co/hmnJyrMUla","2020-01-15T22:39:21.000Z",NA
"RT @IamGMJohnson: The Oscars said f*** y’all social rants. 

We are nominating every white we got. Spicy white, old white, off white, eggsh…","2020-01-13T20:05:41.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-11T04:08:48.000Z","retweeted"
"RT @ColorOfChange: In the 92 year history of @TheAcademy, only two films that reflect aspects of the Black experience have won Best Picture…","2020-02-10T04:27:06.000Z","retweeted"
"im sorry but how come i don't see Lupita Nyong'o? #OscarNoms #OscarsSoWhite 🙇 happy for Parasite though the actors and actresses deserve more recognition too","2020-01-13T16:02:45.000Z",NA
"RT @ReignOfApril: #OscarsSoWhite AGAIN as Diverse Nominees Overlooked After 2019's Historic Wins https://t.co/BsSQ4pfZ0s via @thr","2020-01-13T15:22:23.000Z","retweeted"
"RT @RussellHFilm: Eddie Murphy already knew how today would go #OscarNoms #OscarsSoWhite https://t.co/p8TKiNs4TB","2020-01-13T15:09:51.000Z","retweeted"
"RT @mathewrodriguez: One Black acting nominee ... despite a plethora of chances to reward so many amazing performances from Black, Latinx a…","2020-01-13T14:37:04.000Z","retweeted"
"RT @jbellalatina: This was in 2016 &amp; here we are still dealing with this problem! We need our own academy! #jlowasrobbed #OscarsSoWhite htt…","2020-01-14T02:28:01.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T15:27:28.000Z","retweeted"
"These people get the same feedback every year and come back with the same nonsense the following year anyway. It feels like they’re just being petty cuz Moonlight won that one time at this point. #OscarsSoWhite","2020-01-13T14:08:19.000Z",NA
"RT @WEP_UK: Yet again the #Oscars favoured predictable male, white filmmaking, while the amazing contributions of some of #Hollywood's best…","2020-01-14T17:28:26.000Z","retweeted"
"RT @ReignOfApril: Usually we have to wait for the ""Anonymous Oscar Voter"" article to find out how @TheAcademy voters really think. King giv…","2020-01-14T19:21:49.000Z","retweeted"
"RT @ColorOfChange: In 2017, @moonlightmov became the 1st film to have two Black screenwriters nominated (Barry Jenkins and Tarell Alvin McC…","2020-02-10T04:51:13.000Z","retweeted"
"RT @KristenClarkeJD: There are 20 nominees across 4 acting categories at The Oscars and Cynthia Erivo is the ONLY person of color among the…","2020-02-10T00:48:18.000Z","retweeted"
"RT @CNNConnect: ""We need to talk about who the gatekeepers are.”
#OscarsSoWhite creator, @ReignOfApril, tells @AlisonKosik that the Oscar v…","2020-02-09T18:56:56.000Z","retweeted"
"A funny/sad/infuriating comment on sexism in film...
#OscarsSoMale #OscarsSoWhite https://t.co/YXXCjnWKmW","2020-01-13T22:22:39.000Z","quoted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-18T04:43:33.000Z","retweeted"
"RT @ReignOfApril: “Scarlett Johansson has no shortage of roles that are written specifically for white women, so why is it necessary for he…","2020-02-09T16:43:24.000Z","retweeted"
"RT @ME_Says: acting is reflecting and recognizing human behavior, obviously The Academy only sees white people as human #OscarsSoWhite","2020-01-16T17:24:02.000Z","retweeted"
"RT @ReignOfApril: Absolutely clear, Eddie. @UsMovie made over $250 million  against a $20 million budget. It received no nominations, despi…","2020-01-13T20:51:18.000Z","retweeted"
"#OscarsSoWhite (and male) looks headed for a sequel https://t.co/pDtcnGC3Az","2020-02-03T19:02:31.000Z",NA
"RT @svershbow: The Academy thinks they can diversify the nomination announcers and we’ll forget about #OscarsSoWhite https://t.co/GF7x8lqP1T","2020-01-13T15:29:11.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T17:21:34.000Z","retweeted"
"RT @Scareofthelight: New Post Dolemite vs Joker + Oscar NEW Contender Search scareofthelightbook on YouTube or click link  https://t.co/lHA…","2020-01-01T05:32:10.000Z","retweeted"
"whenever #oscarssowhite happened for the first time, like 2015 so i was 16? https://t.co/5Utwh8mcbu","2020-01-14T10:38:27.000Z","quoted"
"RT @InTheThickShow: New ⁦@InTheThickShow⁩ is out! ⁦@julito77⁩ and guest co-host ⁦@jamilahking⁩ welcome ⁦@veroconplatanos⁩ and ⁦@WajahatAli⁩…","2020-01-15T21:22:30.000Z","retweeted"
"RT @anohana: これ、こういう切り取り方をすると背景を知らない人が「行き過ぎたポリコレ」って印象を持っちゃうのでまずいなあ。#OscarsSoWhite 問題って別に「人種にまんべんなく賞を与えろ」っていうんじゃなくて、「クオリティで勝負させて(今は勝負の機会が与えら…","2020-01-19T06:15:39.000Z","retweeted"
"RT @ColorOfChange: The Best Original Screenplay #Oscars goes to: Bong Joon Ho for @ParasiteMovie!!!! He is the first person of Asian descen…","2020-02-10T01:46:10.000Z","retweeted"
"RT @ForAllNerds: Between this and Parasite, the Asian community has a lot to celebrate! #OscarsSoWhite","2020-01-13T18:57:35.000Z","retweeted"
"Until the Oscars start nominating people who aren’t majorly white and male, they’re NOT RELEVANT! Why are members of SAG still caring/showing up? Honestly, fuck award season. Let’s talk about saving Australia. #OscarsSoWhite #Oscars2020 #canceled","2020-01-14T03:29:31.000Z",NA
"RT @ColorOfChange: We’re excited to announce that #OscarsSoWhite creator @ReignOfApril will be taking over our account tomorrow night durin…","2020-02-09T01:43:05.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T12:51:04.000Z","retweeted"
"RT @ReignOfApril: Interesting that you would have a pic of Regina King and Letitia Wright here, considering no women of color were nominate…","2020-01-07T14:52:59.000Z","retweeted"
"OK how the fuck did neither Michael B Jordan or #JustMercy get nominated for Oscars?? #OscarsSoWhite","2020-01-19T20:21:23.000Z",NA
"RT @JawnMurray: The Academy Awards are Sunday! @ABCNews interviewed me about #OscarsSoWhite &amp; how #diversity and inclusion continues to esc…","2020-02-09T22:24:22.000Z","retweeted"
"Veja a lista completa dos indicados ao OSCAR 2020 ▶️▶️https://t.co/x62oVT25Ia #DemocraciaEmVertigem #Oscars #Oscars2020 #OscarsSoWhite #hoje #segundou https://t.co/3k5w570sOy","2020-01-13T20:52:47.000Z",NA
"RT @krishas_lost: Hi. Just because a few PoC were nominated, this is still very much an #OscarsSoWhite situation because the nominees are s…","2020-01-13T15:07:24.000Z","retweeted"
"RT @BritniDWrites: Now that Cory Booker is out of the Dem race, Andrew Yang (I think) is the only PoC left. 

I'm looking for a smart pitch…","2020-01-14T05:38:32.000Z","retweeted"
"The Hot Spot: Kanye West To Headline Evangelical Event, Will Smith Speaks Out About #OscarsSoWhite Controversy &amp; More https://t.co/FCtHCSLU7t https://t.co/jQ91V7hlEx","2020-01-17T13:32:16.000Z",NA
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-11T07:36:01.000Z","retweeted"
"Cool.
Now, can @TheAcademy stop calling non-English language films ""foreign language"" films?
English is not native to these colonized lands, nor is ""American-ness"" contingent upon the ability to speak English.
#TheOscars #Parasite
#OscarsSoWhite #DismantleWhiteness https://t.co/6WDAJm2FpB","2020-02-10T04:39:37.000Z","quoted"
"RT @jnoahmorgan: *Oscar Nominations announced*

Me: 

#OscarsSoWhite https://t.co/ajzTYv6p2e","2020-01-13T20:04:59.000Z","retweeted"
"RT @e_alexjung: only nominating one actor of color is still.....#OscarsSoWhite","2020-01-13T15:39:15.000Z","retweeted"
"RT @SholaMos1: 'Indifference' is a subtle undermining pervasive behaviour which stems from a culture of racism. It's why @BBC can mistake o…","2020-02-05T09:13:51.000Z","retweeted"
"RT @ColorOfChange: In 2018, Kobe Bryant became the
First African American to win Best Short Film (Animated) #Oscars. He is also the first f…","2020-02-10T01:32:55.000Z","retweeted"
"RT @nytimes: 5 years ago, what started as an early-morning Twitter hashtag by April Reign shook Hollywood and upended what we talk about wh…","2020-02-06T14:32:05.000Z","retweeted"
"RT @janine_j: Hollywood loves reboots so much they're bringing back #OscarsSoWhite, for real for real","2020-01-14T05:27:12.000Z","retweeted"
"RT @theblerdgurl: PODCAST: April Reign spills Oscar TEA! Listen as April gives us the rundown on everything #Oscars. PLUS she shared exactl…","2020-02-07T23:08:56.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-11T03:47:29.000Z","retweeted"
"RT @cheryleehouston: #Disabled #actors got together to look at #representation #Diversity #BAFTA2020 #BAFTA #CrippingUp #BAFTASSoWhite #Osc…","2020-02-02T18:49:10.000Z","retweeted"
"#OscarsSoWhite cause the Oscars have always been so White.... what’s new? https://t.co/GqLRFMRQ73","2020-01-15T21:37:03.000Z",NA
"RT @RTSinfo: Les #César, c'est ce vendredi et on s'attend à une soirée un peu plus tendue que les autres. @IselinSophie nous explique comme…","2020-02-27T08:52:35.000Z","retweeted"
"RT @finneyk: Dear @Oscars2020_  what happen?  are you thinking the awards are “post racial” just because you checked a box and had diversit…","2020-01-14T04:32:45.000Z","retweeted"
"RT @krishas_lost: Hi. Just because a few PoC were nominated, this is still very much an #OscarsSoWhite situation because the nominees are s…","2020-01-13T14:30:08.000Z","retweeted"
"So I see that #OscarsSoWhite is still the norm and never going away #OscarNoms https://t.co/ik0ZISzMyb","2020-01-13T15:16:42.000Z",NA
"What the ‘Hollywood Jim Crow’ Looks Like Today - The Atlantic - https://t.co/kLC5fNTAG9 i#blacktwitter #OscarsSoWhat #OscarssoWhite","2020-02-18T02:08:53.000Z",NA
"RT @ScottieBeam: So... are we back to #OscarsSoWhite?

Because....","2020-01-13T14:28:42.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T21:19:34.000Z","retweeted"
"I'm laughing bc that #OscarsSoWhite really had the Academy shook....and they were like...OMG GIVE IT TO AS MANY COLORED FOLKS AS POSSIBLE JESUS CHRIST WE'RE SO WHITE. #Oscars https://t.co/cSftCuPT2G","2020-02-10T04:32:04.000Z",NA
"RT @_cguetta: Los Oscars en Joligud...by Chespirito. #OscarsSoWhite https://t.co/eyjGkJKRT2","2020-01-16T03:32:14.000Z","retweeted"
"RT @iamsamdanish: If you want an example of how hegemony works, it’s the Oscars incorporating a self-critique into their own telecast ever…","2020-02-10T04:45:19.000Z","retweeted"
"RT @RussellHFilm: Eddie Murphy already knew how today would go #OscarNoms #OscarsSoWhite https://t.co/p8TKiNs4TB","2020-01-14T10:10:02.000Z","retweeted"
"RT @Slate: Parasite’s history-making Best Picture nod and a narrow escape from #OscarsSoWhite redux. The best and worst of this year’s nomi…","2020-01-13T18:07:48.000Z","retweeted"
"RT @ColorOfChange: In its 92 year history, just 8 Black women have won Best Supporting Actress #Oscars:  

Hattie McDaniel, 1940
Whoopi Gol…","2020-02-10T03:16:46.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T14:34:47.000Z","retweeted"
"@KathleenNB If Janelle and all POC would stop attending, they would probably start giving us our recognition. #OscarsSoWhite #janelle","2020-02-10T02:01:24.000Z",NA
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T20:24:16.000Z","retweeted"
"RT @ajplus: The 2020 Oscar nominations are out, and people are once again using #OscarsSoWhite to call out the lack of diversity:

▪️ Only…","2020-01-13T20:10:50.000Z","retweeted"
"RT @ajplus: The 2020 Oscar nominations are out, and people are once again using #OscarsSoWhite to call out the lack of diversity:

▪️ Only…","2020-01-13T17:11:59.000Z","retweeted"
"RT @ColorOfChange: The Best Picture #Oscars goes to @parasitemovie!!!!!!!!!!!!!!!!!

It is the first film not in the English language to wi…","2020-02-10T05:16:36.000Z","retweeted"
"RT @rashadrobinson: Presented without comment:
In 2017: 18 Black nominees  
In 2018: 13 Black nominees
In 2019: 15 Black nominees
In 2020:…","2020-02-10T18:09:22.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T14:42:51.000Z","retweeted"
"RT @ColorOfChange: Only two Black people have ever been nominated for the Best Cinematography #Oscars:

Remi Adefarasin in 1998 for Elizabe…","2020-02-10T02:54:32.000Z","retweeted"
"RT @ReignOfApril: 50 points to Gryffindor for getting in plugs for @LuceMovie @clemencythefilm, #HairLove, @ParasiteMovie, and @ColorOfChan…","2020-02-09T19:01:28.000Z","retweeted"
"@rachel_lau #Oscars are for white people #OscarsSoWhite","2020-01-14T21:51:08.000Z",NA
"RT @Isaiasthoughts: Eminem performance is so random at #Oscars lol 😂  #OscarsSoWhite https://t.co/L9bzfvHNwz","2020-02-10T02:37:17.000Z","retweeted"
"RT @SholaMos1: 'Indifference' is a subtle undermining pervasive behaviour which stems from a culture of racism. It's why @BBC can mistake o…","2020-02-05T15:52:53.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-11T02:56:43.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-11T06:04:45.000Z","retweeted"
"""there was not a lack of talent in women and people of color creatives this year"" #OscarsSoWhite #OscarsSoMale #DecolonizeHollywood https://t.co/vk0brXLRvA","2020-01-13T19:15:10.000Z",NA
"RT @BiatchPack: I'm a #WOC and I dare Hollywood to give me as much money as white men with white male leads to make films with #WOC leads :…","2020-02-08T00:56:44.000Z","retweeted"
"RT @thekareem: Lupita Nyong'o
Jennifer Lopez
Awkwafina

I saw more conversations about how good these 3 performances were than all of the O…","2020-01-13T20:32:25.000Z","retweeted"
"RT @LevineJonathan: Academy Awards snub for Rosario Dawson in the role of Cory Booker girlfriend is so outrageous #OscarsSoWhite","2020-01-13T18:42:41.000Z","retweeted"
"RT @KristyPuchko: #OscarsSoWhite the Lupita snub is predictable because of the academy’s well documented bias against horror movies. Still…","2020-01-13T14:31:24.000Z","retweeted"
"RT @kristenmchugh22: Did the Academy understand that if you're going to have a BLACK opening to the #Oscars and you have exactly one (1) Bl…","2020-02-10T01:11:09.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T12:48:18.000Z","retweeted"
"@TheRealDaytime Because ""people of color"" (non-Whites) or women got no Oscar nominations the process isn't fair? SERIOUSLY??? It just couldn't be that their performances weren't up to par with those that were nominated?? ==&gt; PLAY THE RACE CARD!!! ""JIM CROW!!!"" #OscarsSoWhite-NO!!","2020-01-14T19:13:36.000Z",NA
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T19:14:36.000Z","retweeted"
"RT @junktokyo: 《「パラサイト」のプロデューサーのクァク・シネさんはオスカー作品賞を受賞した最初の非白人女性》
オプラあたりがとっくに獲ってるのでは…と調べたら、ほんとに92年間で初めてだった。男性受賞者も「それでも夜は明ける」で製作も兼ねたスティーブ・マックイー…","2020-02-12T03:50:03.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T23:13:34.000Z","retweeted"
"RT @thekareem: Lupita Nyong'o
Jennifer Lopez
Awkwafina

I saw more conversations about how good these 3 performances were than all of the O…","2020-01-13T17:05:17.000Z","retweeted"
"Hey @TheAcademy! You guys only care about inclusion/diversity when your under pressure from a hashtag?! It’s been 5 years since #OscarsSoWhite and all I see are White Male Hetero nominees and a White Women who undermine the intentions of inclusion.","2020-01-13T18:53:44.000Z",NA
"So respected by Stephen King at first, and now directly hate.  This is called pseudo-fanaticism.  Like all the whining about the fact that there are few blacks.  Just go fuck with your #OscarsSoWhite.","2020-01-16T08:12:48.000Z",NA
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T18:42:50.000Z","retweeted"
